id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
30982,Australia,"Scents of leather, cola and brown sugar give way to cleaner, fruitier notes of blackberry on the palate, marked by ample vanilla oak. A blend of 78% Cab Sauvignon, 19% Merlot and 3% Cab Franc, it's medium-bodied and fresh, with a slightly minty finish framed by soft tannins.",Red Wine,87,25.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Devil's Lair 2004 Red Wine Red (Margaret River),Bordeaux-style Red Blend,Devil's Lair
30985,Australia,"Boasts tremendously ripe fruit—the stated alcohol level is 15.5%—yet doesn't seem overly hot or bulky. As you might expect, the tannins are soft, while the flavors of cassis pick up hints of cola, earth and tobacco. Despite the ripeness, there's a streak of tangy acidity that holds everything together. Drink now.",Allyson Parsons,87,17.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Craneford 2006 Allyson Parsons Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,Craneford
30986,US,"Tasted in September ‘07, this Cab was pretty high in tannins, giving it a tough astringency some folks won't like. But the wine is clean and complex, with blackberry, tobacco and sage flavors. It's the opposite of a cult Cabernet, which is to say it's more like a traditional dry Bordeaux than something out of Napa.",Barney's Heritage Cuvee,87,20.0,California,Napa Valley,Napa,,,Hawkstone 2005 Barney's Heritage Cuvee Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hawkstone
30987,US,"Great value for the price, with blackberry marmalade, moo shu plum sauce, tobacco, leather and pepper flavors that turn richly tannic and spicy in the finish. Shows lots of elegance and finesse.",Sixgill,87,10.0,California,California,California Other,,,Shark Trust 2005 Sixgill Syrah (California),Syrah,Shark Trust
30997,Italy,"Vermentino is one of the latest hits from a long list of successful Italian white wines. Crisp, clean and definitely marked by a green or herbal note, the wine feels zesty and sharp on the palate. A dusting of crushed white pepper makes for a very nice endnote.",Balbino,88,0,Tuscany,Maremma Toscana,,,,Terenzi 2011 Balbino Vermentino (Maremma Toscana),Vermentino,Terenzi
30998,Italy,"Sauvignon is not a commonly planted variety in the Langhe (Piedmont), but Parusso has decided to experiment with it anyway. The results are crisp and light with pretty tones of citrus, sage and green melon.",Bricco Rovella,87,40.0,Piedmont,Langhe,,,,Parusso 2009 Bricco Rovella Sauvignon (Langhe),Sauvignon,Parusso
30994,US,"This bottling by the respected Silverado winery has been consistent over the years. The 2009 vintage is unsurprisingly quite good and drinkable, with elegance. It's a soft wine, with a creamy mouthfeel framing black cherry, mocha and oak flavors. Ready now.",Mt. George Vineyard,88,35.0,California,Napa Valley,Napa,,,Silverado 2009 Mt. George Vineyard Merlot (Napa Valley),Merlot,Silverado
30999,Italy,"There's a very crisp and pristine quality to this Pinot Grigio that seems to shine through thanks to the intensity of its citrus, peach and melon aromas. The wine is fresh and lively on the palate.",Corvara,87,0,Veneto,Valdadige,,,,Albino Armani 2011 Corvara Pinot Grigio (Valdadige),Pinot Grigio,Albino Armani
31010,US,"Shows pure, pleasurable Chardonnay flavors of white peach, grape, nectarine, honey and vanilla, with no interference from oak. The acidity gives the wine a slight bite. The winemaker did a good job assembling the various lots into this three-appellation blend.",Un-Oaked,87,12.0,California,Sonoma County,Sonoma,,,River Road 2012 Un-Oaked Chardonnay (Sonoma County),Chardonnay,River Road
31016,US,"This cuvée is comprised of 43% Syrah, 40% Merlot and 17% Petite Sirah. It exudes black tar and leather, but it's more savory than fruity. Tannic still, showing off the Petite, its finish is long and lingering. This is a good pasta wine.",Principium Cuvee,87,26.0,California,Suisun Valley,North Coast,Virginie Boone,@vboone,Stuessy Cellars 2010 Principium Cuvee Red (Suisun Valley),Red Blend,Stuessy Cellars
31018,France,"This soft, ripe wine is still developing its rich white fruitiness. For now, it's poised between acidity and a mineral structure. The creamier aspect of this wine is still to come, so keep until 2016.",Les Mûres,86,23.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Domaine Carrette 2013 Les Mûres  (Saint-Véran),Chardonnay,Domaine Carrette
31017,Italy,The aromas on this Soave are absolutely beautiful and the wine offers just the right density in the mouth to support all that preach and citrus intensity. This is a lovely Soave to pair will grilled shrimp or fish tacos.,Fontana,87,11.0,Veneto,Soave,,,,Tenuta Sant'Antonio 2011 Fontana  (Soave),White Blend,Tenuta Sant'Antonio
31022,US,"The aromas on this wine are muddled, with notes of cocoa, vanilla, black pepper, tire rubber and cherry. The cranberry and cherry flavors are medium bodied backed by dry tannins.",Vineyard Selection The Fresh Market,86,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Firebrix 2013 Vineyard Selection The Fresh Market Merlot (Columbia Valley (WA)),Merlot,Firebrix
31028,US,"An unusual blend of Merlot, Syrah, Cabernet Sauvignon and Grenache, this wine displays aromas of pencil lead, blackberry and coffee. It drinks off dry, with a plush feel to the fruit flavors that help it go down easy.",The Expedition,86,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2013 The Expedition Red (Horse Heaven Hills),Red Blend,Canoe Ridge
31039,US,"While the nose suggests hints of oxidation, the bright palate brims with fresh apple and pear flavors. It's plump and rich in mouthfeel, accented by streaks of caramel, toast and spice.",Reserve,86,20.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Osprey's Dominion 2012 Reserve Chardonnay (North Fork of Long Island),Chardonnay,Osprey's Dominion
31040,Italy,"Aromas of yellow flower, beeswax and a whiff of tropical fruit guide the nose, while bright acidity supports the yellow peach and pineapple flavors. It closes on a note of bitter almond.",Santa Chiara,86,14.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Palagetto 2013 Santa Chiara  (Vernaccia di San Gimignano),Vernaccia,Palagetto
31043,US,"Slightly unusual for a Viognier, this offers notes of lychee, rose and citrusy hops on the nose. Grapefruit pith leads to round nectarine and peach, offering ample weight for this exotic sipper.",Estate Grown,86,26.0,Virginia,Monticello,,Alexander Peartree,,Pollak 2013 Estate Grown Viognier (Monticello),Viognier,Pollak
30995,Italy,"Give this Sangiovese Riserva a few minutes in the glass to open. Once it does, this dense and richly concentrated expression offers raw notes of black cherry and spice with moist pipe tobacco at the back.",Calisto Riserva,88,38.0,Central Italy,Sangiovese di Romagna Superiore,,,,Stefano Berti 2008 Calisto Riserva  (Sangiovese di Romagna Superiore),Sangiovese,Stefano Berti
30993,Italy,"A brand new product from the folks at Rotari, AlpeRegis is a fresh and vibrant sparkling wine that offers easy-drinking appeal with subtle hints of elegance and sophistication that set it apart. Baked bread, apricot and citrus notes flavor the finish.",AlpeRegis Millesimato Extra Brut,88,25.0,Northeastern Italy,Trento,,,,Rotari 2007 AlpeRegis Millesimato Extra Brut Chardonnay (Trento),Chardonnay,Rotari
30996,US,"With moderate alcohol, brisk acidity and sturdy tannins, this blend of undisclosed varieties brings to mind something from the south of France. It has herb, blackberry and currant flavors that smack of the summer sun.",Ever After,88,25.0,California,Sonoma County,Sonoma,,,Storyteller 2011 Ever After Red (Sonoma County),Red Blend,Storyteller
31003,Italy,"This Prosecco Superiore is characterized by an immediate whiff of tree-fresh lemon and shows a stronger citrus quality than most sparklers in its category. The close is steely, bright and dry.",Brut,87,20.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Bortolotti NV Brut  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bortolotti
31012,US,"A robust blend of 38% Zinfandel, 23% Cabernet Sauvignon, 17% Petite Sirah, 11% Barbera and 11% Syrah, all grown in Lake County, this rightly named Non Typical red is rich in strawberry and raspberry flavors with dusty overtones. Structured, but soft in the mouth, with a caramel finish.",Non Typical,87,25.0,California,Lake County,,Virginie Boone,@vboone,Shed Horn Cellars 2010 Non Typical Red (Lake County),Red Blend,Shed Horn Cellars
31014,Argentina,"This is dark, oaky and minty on the nose, with inky aromas and scents of fresh-cut wood. A saturated, tight-feeling palate has oak as the pack leader, while mint and berry aromas float about. A jammy, woody, creamy finish is bullish but slightly hot.",Tahuan,87,16.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Siesta Wines 2011 Tahuan Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Siesta Wines
31013,US,"Fragrant on the nose, with hints of black cherry and graham cracker, this is a ripe, rich, velvety Cabernet Franc with cassis flavor marked with just a hint of green stem. Velvety tannins and bright, brisk acidity extend long on the finish.",Estate Grown,87,40.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Sherwood House Vineyards 2010 Estate Grown Cabernet Franc (North Fork of Long Island),Cabernet Franc,Sherwood House Vineyards
31020,US,"Aromas of rose and orange oil dominate the nose, while the palate brings more tart nectarine and blossom notes. Medium bodied, with balanced acidity, this wine finishes with a slightly fuzzy texture.",Signature,86,28.0,Virginia,Virginia,,Alexander Peartree,,DuCard 2013 Signature Viognier (Virginia),Viognier,DuCard
31021,US,"A blend of Petit Manseng and Muscat, this wine is overtly floral and fruity. Sweet lily and white rose aromas pervade an exotic palate of lychee and orange oil. While easy to enjoy on its own, this would make a fun pairing with Thai curries.",Block Eleven,86,27.0,Virginia,Virginia,,Alexander Peartree,,Early Mountain 2014 Block Eleven White (Virginia),White Blend,Early Mountain
31023,US,"Zesty lemon accents toast and grilled peach aromas, leading to a lithe and zippy, citrus-driven palate. It's a great sipper to accompany barbecued chicken on warm summer nights.",Barrel Fermented,86,25.0,Virginia,Virginia,,Alexander Peartree,,Fox Meadow 2013 Barrel Fermented Chardonnay (Virginia),Chardonnay,Fox Meadow
31027,US,"This blend of 50% Cabernet Franc, 37% Petit Verdot and 13% Malbec is dark purple in color, with rich blackberry and brambleberry tones accented by liquorice and bubble gum. The rich palate carries similar dark fruit tones, framed by silky-soft tannins.",Apeliotes,86,40.0,Colorado,Grand Valley,,Alexander Peartree,,Anemoi 2013 Apeliotes Red (Grand Valley),Bordeaux-style Red Blend,Anemoi
31030,France,"Simple and fruity, this is ready for summer drinking. It is very fresh, crisp, lightly textured and with fragrant, refreshing acidity. A touch of pepper gives the aftertaste attractive spice.",La Girafe Verte,86,16.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Barbanau 2014 La Girafe Verte Rosé (Côtes de Provence),Rosé,Château Barbanau
31032,Italy,"Made with organically grown grapes, this has a focused almond fragrance punctuated with a citrusy note. The aromas carry over to the racy palate along with yellow apple peel, a flinty sensation and brisk acidity.",Hydra,86,13.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Il Palagione 2014 Hydra  (Vernaccia di San Gimignano),Vernaccia,Il Palagione
31034,Italy,"Crisp and refreshing aromas suggest white wildflower and pear. The bright, easygoing palate delivers crunchy green apple, nectarine zest and a light almond note alongside vibrant acidity.",Villa Bianchi,86,10.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,Umani Ronchi 2012 Villa Bianchi  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Umani Ronchi
31033,France,"This is a ripe, softly fruity wine that has acidity within a smooth texture. It is dry without being too tight or nervy. Citrus fruits dominate, giving a crisp aftertaste. Drink with food.",Domaine Aureillan,86,0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2014 Domaine Aureillan Rosé (Côtes de Provence),Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
31035,US,"Bright aromas of apricot, pear, lavender and jasmine capture the senses while the richly sweet stone fruit flavors also bring pleasure. The concentration and acid don't entirely match up but there's still much to enjoy.",Late Harvest,86,9.0,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Washington Hills 2013 Late Harvest Riesling (Washington),Riesling,Washington Hills
31045,Italy,"Aromas suggest leafy underbrush, woodland berry and a whiff of Mediterranean scrub. The lean palate offers raw red cherry and the barest hint of clove alongside brisk acidity and drying tannins.",A'Luciano,86,15.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Santa Lucia 2013 A'Luciano  (Morellino di Scansano),Red Blend,Santa Lucia
31047,Italy,"Aromas of peach and a whiff of aromatic herb lead the nose while the bright palate offers stone fruit and green apple. Lively acidity gives it a clean, refreshing finish.",Secco,86,15.0,Central Italy,Orvieto,,Kerin O’Keefe,@kerinokeefe,Sergio Mottura 2013 Secco  (Orvieto),White Blend,Sergio Mottura
31048,Italy,"Here's a Prosecco with real personality. Left to finish fermentation in the bottle on its lees and made without any added dosage, it displays a slightly cloudy appearance from fine sediment deposited at the bottom, which gives it another dimension. Pure flavors include tart green apple, lime, white peach and kiwi, with a hint of lemon pastry. It's balanced in mouthwatering acidity and finishes bone-dry.",Col Fondo,90,20.0,Veneto,Prosecco,,Kerin O’Keefe,@kerinokeefe,Ca' dei Zago 2013 Col Fondo  (Prosecco),Glera,Ca' dei Zago
31052,US,"A saignée-method rosé given three months in neutral French oak, this wine is dark raspberry in color. Vibrant and fresh, it offers swirls of spicy herb and wild strawberry, a hint of watermelon adding to its mouthwatering quality. Dry and savory, it also has some meat on its bones, a lovely go-to for meals of all kinds.",Rosé of,90,24.0,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Fort Ross 2013 Rosé of Pinot Noir (Fort Ross-Seaview),Pinot Noir,Fort Ross
